DateRep;Nombre de jours;Chine;Chine cumul;Chine 100;Chine moyenne;Corée;Corée cumul;Corée 100;Corée moyenne;Japon;Japon cumul;Japon 100;Japon moyenne;France;France cumul;France 100;France moyenne;Allemagne;Allemagne cumul;Allemagne 100;Allemagne moyenne;Royaume-Uni;Royaume-Uni cumul;Royaume-Uni 100;Royaume-Uni moyenne;Italie;Italie cumul;Italie 100;Italie moyenne;Espagne;Espagne cumul;Espagne 100;Espagne moyenne;États-Unis;États-Unis cumul;États-Unis 100;États-Unis moyenne;Iran;Iran cumul;Iran 100;Iran moyenne;Brésil;Brésil cumul;Brésil 100;Brésil moyenne;Turquie;Turquie cumul;Turquie 100;Turquie moyenne;Suède;Suède cumul;Suède 100;Suède moyenne;Danemark;Danemark cumul;Danemark 100;Danemark moyenne;Norvège;Norvège cumul;Norvège 100;Norvège moyenne;Finlande;Finlande cumul;Finlande 100;Finlande moyenne;Russie;Russie cumul;Russie 100;Russie moyenne;Australie;Australie cumul;Australie 100;Australie moyenne;Nouvelle-Zélande;Nouvelle-Zélande cumul;Nouvelle-Zélande 100;Nouvelle-Zélande moyenne;Singapour;Singapour cumul;Singapour 100;Singapour moyenne;Inde;Inde cumul;Inde 100;Inde moyenne;Pérou;Pérou cumul;Pérou 100;Pérou moyenne;Mexique;Mexique cumul;Mexique 100;Mexique moyenne;Chili;Chili cumul;Chili 100;Chili moyenne
2020-02-27;59;439;78598;81020;44;449;1595;10653;102;22;186;10361;643;3;17;125770;1327;4;21;156337;1582;0;13;177454;4856;78;400;181228;2775;8;17;213942;1887;6;59;1012583;26909;44;139;87026;1290;0;1;162699;7104;;0;144749;1575;1;2;22317;620;1;1;9983;137;1;1;7759;52;1;2;5880;98;0;2;242271;10726;1;23;6849;11;0;0;1153;1;2;93;13624;50;0;3;74281;2580;;0;76306;3212;0;0;42595;1632;;0;31721;1166
2020-02-28;60;329;78927;81063;50;427;2022;10661;103;24;210;10751;635;21;38;126835;1254;26;47;157641;1248;3;16;182260;4840;250;650;183957;2672;18;35;215183;1648;1;60;1039909;29138;106;245;88194;1243;0;1;168331;7677;;0;146457;1555;5;7;22721;565;0;1;10083;135;3;4;7809;50;0;2;5962;100;0;2;252245;10712;0;23;6875;13;1;1;1153;1;3;96;14423;53;0;3;78003;2843;;0;80604;3054;0;0;45032;1757;;0;34381;1223
2020-02-29;61;428;79355;81086;66;909;2931;10674;97;20;230;11118;516;19;57;128442;1087;10;57;159119;1324;2;18;186599;4823;238;888;187327;2598;19;54;216570;1544;6;66;1069826;29460;143;388;89328;1209;0;1;177589;8483;;0;148067;1565;5;12;23216;558;1;2;10218;139;2;6;7847;42;1;3;5984;101;0;2;262843;10481;2;25;6896;14;0;1;1154;1;2;98;14951;56;0;3;81970;3043;;0;84495;3064;2;2;47144;1793;;0;37040;1281
2020-03-01;62;574;79929;81130;70;595;3526;10683;97;9;239;11496;499;43;100;129581;981;54;111;159119;1189;5;23;190584;4776;240;1128;189973;2507;28;82;217804;1362;3;69;1103781;28671;205;593;90481;1181;1;2;188974;8793;;0;149435;1540;1;13;23918;525;1;3;10319;139;9;15;7903;43;0;3;6003;94;0;2;272043;10295;1;26;6914;16;0;1;1154;0,3;4;102;15641;48;0;3;85940;3189;;0;88541;2981;2;4;49219;1854;;0;39542;1255
2020-03-02;63;205;80134;81229;78;686;4212;10694;97;15;254;11772;496;30;130;130185;959;18;129;161703;1140;13;36;194990;4835;561;1689;192994;2323;54;136;218739;1261;20;89;1133069;26792;385;978;91472;1138;0;2;202918;8650;;0;150593;1546;1;14;24623;542;1;4;10429;139;4;19;7953;45;3;6;6054;84;0;2;281752;9905;3;29;6929;18;0;1;1154;1;4;106;16169;46;0;3;90927;3280;;0;92273;3070;1;5;51633;1930;;0;41428;1315
2020-03-03;64;127;80261;81281;86;600;4812;10702;98;0;254;12240;485;48;178;130979;870;28;157;162496;1075;4;40;201201;5140;347;2036;195351;2213;56;192;219205;1091;14;103;1158041;28183;523;1501;92584;1112;0;2;218223;8982;;0;151615;1449;1;15;25265;514;1;5;10513;132;6;25;7995;43;;6;6145;69;1;3;290678;9671;4;33;6941;19;;1;1154;1;2;108;17101;62;2;5;96169;3517;;0;94933;3154;;5;54346;1955;;0;43781;1346
2020-03-04;65;119;80380;81346;85;516;5328;10708;100;14;268;12892;456;34;212;131287;876;39;196;163175;1037;11;51;206715;5066;466;2502;197675;2062;75;267;220244;1021;22;125;1180634;28665;835;2336;93657;1094;0;2;233142;9108;;0;152587;1353;9;24;25921;517;3;8;10591;130;8;33;8034;41;1;7;6228;67;1;4;299941;9491;8;41;6948;21;1;2;1154;1;2;110;17548;65;1;6;101139;3475;;0;99483;3235;;5;56594;2028;1;1;46059;1386
2020-03-05;66;117;80497;81484;95;438;5766;10718;107;49;317;13182;439;73;285;131863;1244;66;262;163860;996;34;85;211364;4844;587;3089;199414;1997;81;348;221124;1026;34;159;1204475;30465;586;2922;94640;1088;1;3;241080;9687;;0;153548;1257;11;35;26322;504;2;10;10667;130;23;56;8069;41;;7;6286;70;0;4;308705;9330;11;52;6964;21;1;3;1154;1;2;112;18205;55;22;28;106750;3556;;0;104020;3361;;5;59567;2187;2;3;49579;1619
2020-03-06;67;170;80667;81553;102;518;6284;10728;93;32;349;13385;442;138;423;132967;1171;138;400;164897;1169;30;115;215260;4714;769;3858;201505;1863;183;531;222045;980;74;233;1228603;27717;591;3513;95646;1065;5;8;254220;10414;;0;154500;1149;26;61;26670;535;10;20;10713;129;30;86;8099;39;5;12;6347;58;0;4;317554;9086;7;59;6975;20;1;4;1154;1;5;117;18778;55;1;29;112359;3579;;0;108769;3567;;5;62527;2289;1;4;53617;1780
2020-03-07;68;101;80768;81631;96;483;6767;10738;105;59;408;13576;403;190;613;137150;1177;284;684;166091;978;48;163;219183;4655;778;4636;203591;1789;233;764;223218;950;105;338;1256972;27447;1234;4747;96448;1017;5;13;271628;11029;;0;155686;1088;76;137;27272;548;3;23;10791;120;27;113;8106;44;7;19;6380;55;6;10;326448;9120;4;63;6989;18;1;5;1154;1;13;130;19410;66;2;31;118447;3661;1;1;111698;3730;;5;65856;2344;1;5;57581;1939
2020-03-08;69;46;80814;81733;98;367;7134;10752;104;47;455;13852;376;103;716;137779;1125;163;847;167300;960;43;206;223060;4639;1247;5883;205463;1644;330;1094;223961;880;95;433;1283929;27455;1076;5823;97424;992;0;13;291579;11197;;0;156827;1056;24;161;27909;572;8;31;10858;110;34;147;8135;41;;19;6399;57;0;10;335882;8961;11;74;7019;16;;5;1154;0,7;8;138;20198;76;3;34;125101;3754;;1;115754;3918;;5;68620;2425;;5;61857;2030
2020-03-09;70;45;80859;81827;95;248;7382;10761;97;33;488;14088;351;410;1126;138421;1111;55;902;168551;914;67;273;226463;4496;1492;7375;207428;1552;433;1527;227377;1234;121;554;1309541;27413;743;6566;98647;1025;12;25;310087;12270;;0;157814;1032;42;203;28582;564;7;38;10927;98;22;169;8158;37;11;30;6443;57;0;10;344481;8964;6;80;7036;14;;5;1154;0,1;12;150;20939;86;;34;131868;3998;6;7;119959;3959;2;7;71105;2499;5;10;65393;2131
2020-03-10;71;20;80879;81946;95;131;7513;10765;93;26;514;14281;337;286;1412;138854;1094;237;1139;169218;950;48;321;229705;4072;1797;9172;209328;1485;772;2299;227770;1224;200;754;1329799;26956;595;7161;99970;1055;0;25;330890;13434;;0;158762;1021;45;248;29207;579;75;113;10968;90;23;192;8175;33;10;40;6493;56;0;10;353427;8914;20;100;7045;13;;5;1154;0,1;10;160;21707;89;10;44;138845;4145;2;9;123979;4024;;7;74560;2673;3;13;69102;2285
2020-03-11;72;29;80908;82059;91;242;7755;10774;89;54;568;14544;331;372;1784;139063;1037;157;1296;169575;916;52;373;233151;3777;977;10149;210717;1394;975;3274;228252;1144;271;1025;1347916;26735;881;8042;101650;1142;9;34;347398;14658;;0;159797;1030;78;326;29677;570;151;264;11044;82;85;277;8197;29;;40;6537;50;0;10;362342;8854;12;112;7060;15;;5;1154;0,1;6;166;22460;123;6;50;145380;4340;2;11;129751;3886;;7;78023;2772;4;17;73997;2551
2020-03-12;73;24;80932;82157;83;114;7869;10780;78;51;619;14839;292;497;2281;139519;512;271;1567;170508;878;83;456;236711;3621;2313;12462;211938;1277;1153;4427;228691;1081;287;1312;1369964;25735;958;9000;103135;1214;18;52;363211;15310;1;1;160979;1062;136;462;30143;566;252;516;11117;77;212;489;8197;26;19;59;6568;44;15;25;370680;8785;14;126;7068;15;;5;1154;0,1;12;178;23336;114;23;73;151767;4638;6;17;135905;3888;4;11;81400;2782;6;23;77961;2748
2020-03-13;74;22;80954;82241;74;110;7979;10793;85;56;675;15057;236;595;2876;140227;511;802;2369;171306;836;134;590;240161;3557;2651;15113;213013;1193;1531;5958;229540;1071;351;1663;1390746;25210;1075;10075;104691;1292;25;77;374898;16095;1;2;162120;1089;158;620;30377;563;160;676;11182;71;132;621;8197;23;96;155;6579;40;5;30;379051;8739;30;156;7079;15;;5;1154;0,1;9;187;23787;159;2;75;158333;4908;5;22;141779;3955;5;16;84627;2888;10;33;82289;2934
2020-03-14;75;19;80973;82295;69;107;8086;10801;64;62;737;15231;237;785;3661;140734;500;693;3062;172239;746;117;707;243695;3502;2547;17660;214457;1125;1683;7641;230183;995;511;2174;1417889;24537;1289;11364;106220;1396;21;98;391222;16322;;2;163103;1060;155;775;30799;537;128;804;11230;65;0;621;8249;18;28;183;6599;33;15;45;387623;8670;41;197;7081;16;1;6;1154;0,1;13;200;24671;175;8;83;165799;5211;16;38;148285;4149;10;26;87512;3061;10;43;86943;3188
2020-03-15;76;22;80995;82395;65;76;8162;10804;55;43;780;15354;239;838;4499;141356;491;733;3795;173152;734;433;1140;246406;3335;3497;21157;215858;1172;2144;9785;230698;962;777;2951;1443397;23897;1365;12729;107603;1454;23;121;411821;17447;;2;163942;1016;149;924;31523;546;23;827;11289;65;286;907;8257;14;27;210;6628;31;14;59;396575;8766;52;249;7095;15;2;8;1154;0,1;14;214;25346;220;7;90;173763;5594;5;43;155671;4324;15;41;90664;3119;18;61;90638;3424
2020-03-16;77;25;81020;82465;70;74;8236;10806;42;34;814;15463;236;924;5423;141919;478;1043;4838;173772;732;251;1391;248818;3194;2823;23980;217185;1092;1706;11491;231350;568;823;3774;1467884;23641;1209;13938;109286;1520;79;200;438238;17240;16;18;164769;994;108;1032;32172;530;48;875;11360;64;170;1077;8268;20;57;267;6692;33;4;63;405843;8779;49;298;7106;15;;8;1154;0,1;12;226;26098;253;3;93;182143;5849;28;71;164476;4555;12;53;93435;3157;14;75;94858;3617
2020-03-17;78;43;81063;82527;68;84;8320;10810;39;10;824;15547;215;1210;6633;142291;483;1174;6012;174355;672;152;1543;248293;2655;4000;27980;218268;1034;2503;13994;231606;548;887;4661;1486757;23163;1053;14991;110767;1542;34;234;465166;17085;29;47;165555;970;89;1121;32809;504;57;932;11387;67;92;1169;8268;17;5;272;6743;36;30;93;414878;8771;77;375;7109;13;;8;1154;0,1;17;243;26891;297;32;125;190535;6097;15;86;170039;4716;29;82;97326;3094;81;156;99688;3991
2020-03-18;79;23;81086;82575;66;93;8413;10822;36;5;829;15628;196;1097;7730;142411;457;1144;7156;174697;672;407;1950;250908;2537;3526;31506;219070;957;3694;17688;232037;541;1766;6427;1508598;22988;1178;16169;112725;1582;57;291;498440;17177;51;98;166422;946;46;1167;33188;516;92;1024;11428;63;139;1308;8309;16;47;319;6776;36;21;114;423741;8800;79;454;7118;11;12;20;1154;0,1;23;266;27356;360;12;137;198706;6320;31;117;170039;5227;11;93;101238;3149;45;201;105159;4055
2020-03-19;80;44;81130;82642;68;152;8565;10840;33;44;873;15747;181;1404;9134;142903;444;1042;8198;175210;645;680;2630;254195;2498;4207;35713;219814;927;4047;21735;232555;552;2988;9415;1528568;22781;1192;17361;114533;1628;137;428;514849;18307;93;191;167410;919;134;1301;33459;513;91;1115;11480;62;115;1423;8309;13;50;369;6826;34;33;147;432277;8865;111;565;7133;10;8;28;1154;0,1;47;313;28038;449;28;165;207615;6431;28;145;178914;5702;25;118;105680;3190;37;238;108686;4096
2020-03-20;81;99;81229;82698;75;87;8652;10874;30;77;950;15798;155;1861;10995;143427;401;5940;14138;176007;580;647;3277;257154;2428;5322;41035;221216;909;4569;26304;233037;500;4835;14250;1551853;22620;1046;18407;116635;1706;193;621;526447;19182;168;359;168340;889;122;1423;33843;515;36;1151;11512;62;129;1552;8309;16;31;400;6859;37;52;199;441108;8887;144;709;7139;9;11;39;1154;0,1;32;345;28343;528;26;191;216919;6568;89;234;183198;6360;46;164;110026;3252;104;342;113628;4195
2020-03-21;82;52;81281;82784;81;147;8799;10909;27;57;1007;15874;130;1617;12612;143845;378;4049;18187;176752;583;706;3983;259559;2266;5986;47021;222104;867;5446;31750;234824;663;5374;19624;1577287;22423;1237;19644;118392;1739;283;904;555383;21577;311;670;169218;874;200;1623;34440;502;104;1255;11593;60;190;1742;8352;16;50;450;6885;40;54;253;449834;8873;165;874;7150;8;14;53;1154;0,1;40;385;28794;579;40;231;226770;6765;29;263;187400;6580;39;203;113619;3316;92;434;118292;4112
2020-03-22;83;65;81346;82870;86;98;8897;10936;26;39;1046;16024;106;1847;14459;144163;359;3276;21463;177212;561;1035;5018;261184;2111;6557;53578;223096;783;4866;36616;235290;656;7123;26747;1601434;22955;966;20610;120198;1799;224;1128;584016;21663;277;947;170132;884;123;1746;35088;474;71;1326;11633;55;184;1926;8364;16;71;521;6887;41;53;306;458689;8833;224;1098;7173;9;13;66;1154;0,1;47;432;29364;728;89;320;236657;6952;55;318;191758;5755;48;251;117103;3469;103;537;122499;4209
2020-03-23;84;138;81484;82925;81;64;8961;10962;29;43;1089;16079;92;1559;16018;144566;359;3311;24774;177850;553;665;5683;265227;2344;5560;59138;223885;751;4646;41262;235772;632;8459;35206;1622670;22658;1028;21638;122492;1887;418;1546;614932;21650;289;1236;171121;907;160;1906;35727;495;69;1395;11669;52;206;2132;8383;15;105;626;6911;37;132;438;467673;8826;611;1709;7185;9;36;102;1154;0,1;23;455;29812;839;119;439;246628;7182;45;363;196515;6144;65;316;120102;3628;95;632;127745;4369
